具体地址,小区名称,格局,总价,每平米价格,朝向,面积,楼层,装修,房屋结构
工农大街,群力新苑东区,3室1厅,58,7626,西 东 北,76.06,6,简装,板楼
中央大街,观江国际,3室2厅,400,21053,西 北,190,39,精装,板塔结合
群力新区,天鹅湾,3室2厅,248,16000,南 北,155,28,精装,板楼
公路大桥,宝宇凯旋城一期,2室2厅,187,12987,南 北,144,31,精装,板楼
公路大桥,碧江名苑,3室1厅,143.8,8877,东南,162,25,简装,板楼
建国公园,建国街,3室1厅,86,7920,东 西,108.59,7,精装,板楼
西大桥商圈,聚贤花园,2室1厅,124,11273,南 北,110,4,毛坯,板塔结合
西大桥商圈,峰尚福成,3室2厅,155,10265,南 北,151,7,精装,板楼
中央大街,江桥胡同,3室1厅,83,11528,南 北,72,8,精装,板楼
兆麟校,买卖街,3室1厅,120,8432,南 北,142.33,7,简装,板楼
公路大桥,民安小区(道里区),3室1厅,118,5674,东 南 西,208,8,简装,板楼
群力新区,河梁小区,3室1厅,91.8,7463,东 西,123.01,7,精装,板塔结合
建国公园,南美花园,3室1厅,130,9286,南 北,140,6,精装,板楼
爱建,爱建紫园,3室2厅,260,15399,南 北,168.85,17,简装,板塔结合
建国公园,钢铁街住宅小区,3室1厅,70,5960,南 北,117.45,8,简装,板楼
公路大桥,通达世家,2室2厅,178,12815,东 西,138.9,12,精装,板塔结合
西大桥商圈,欧洲新城,3室1厅,162,12367,南 北,131,30,简装,板塔结合
群力新区,锦江绿色家园,2室2厅,125,11364,南 北,110,7,精装,板楼
公路大桥,民安小区(道里区),2室1厅,60.6,8302,东,73,8,简装,板楼
建国公园,建国城市花园,3室2厅,168,9825,南 北,171,8,精装,板楼
群力新区,河政花园（公务员小区）,3室2厅,168,13334,南 北,126,7,其他,板楼
群力新区,河松小区一期,4室2厅,155,6225,东南,249,13,其他,塔楼
爱建,工程小区,3室2厅,130,11112,南 北,117,7,简装,板塔结合
群力新区,锦江绿色家园,2室2厅,140,11096,南 北,126.18,3,其他,板楼
群力新区,锦江绿色家园,3室2厅,155,9227,南 北,168,8,其他,板楼
爱建,经纬街,3室1厅,160,11595,南 北,138,8,精装,板楼
建国公园,松林街,3室1厅,75.5,6668,南 北,113.24,7,简装,板塔结合
群力新区,外滩首府,3室2厅,275,19928,南 北,138,11,毛坯,板楼
建国公园,丁香名苑,3室2厅,150,10000,南 北,150,8,精装,板楼
爱建,锦园,3室2厅,275,16003,南 北,171.85,24,精装,塔楼
安字片,安定街,3室1厅,62.8,7389,东 南 北,85,7,精装,板楼
建国公园,正阳花园,3室2厅,123,9903,东 西 南,124.21,7,精装,板楼
公路大桥,哈药路,3室1厅,85,7204,南 北,118,8,简装,板楼
爱建,工程小区,2室1厅,65,10157,西南,64,7,简装,板楼
兆麟校,新华广场,4室1厅,150,9311,东 北,161.11,18,毛坯,板楼
兆麟校,东方明珠公寓,3室1厅,140,7527,西,186,25,简装,塔楼
群力新区,盛和世纪,2室1厅,209,16720,南 北,125,18,精装,板楼
群力新区,富力江湾新城,4室2厅,380,19969,南 北,190.3,34,精装,板塔结合
安字片,安国街,3室1厅,39,4383,南 北,89,9,简装,板楼
公路大桥,阳明街,2室2厅,101,8978,南 北,112.5,7,简装,板楼
公路大桥,民安小区(道里区),3室1厅,86.8,6290,南 北,138,8,精装,板楼
兆麟校,保险名苑,3室2厅,195,13000,东南,150,15,精装,板楼
群力新区,河政花园（公务员小区）,3室2厅,177,11880,南 北 东,149,16,精装,板楼
群力新区,河政花园（公务员小区）,3室1厅,146,11331,南 北,128.86,6,精装,板楼
爱建,上实盛世江南,3室2厅,295,19537,南 北,151,30,精装,板塔结合
中央大街,红专街,3室2厅,175,12592,东 南 北,138.98,8,精装,板楼
群力新区,财智公馆,3室1厅,145,14647,西南,99,32,其他,板楼
西大桥商圈,欧洲新城,3室2厅,230,11317,西 北,203.24,34,精装,板楼
兆麟校,新华广场,4室1厅,120,6742,南 北,178,8,简装,板楼
公路大桥,恒祥大厦,3室1厅,155,10545,南,147,25,精装,板塔结合
西大桥商圈,欧洲新城,2室1厅,155,13479,南 北,115,8,精装,板塔结合
兆麟校,买卖街,2室1厅,70,9804,东 西,71.4,5,简装,板塔结合
公路大桥,光华小区,4室1厅,117,8125,南 北,144,8,精装,板楼
西大桥商圈,欧洲新城,3室1厅,192,11567,东南,166,27,精装,板塔结合
团结萧红校哈站北秀宾馆,地德里小区(地工街),3室1厅,84.5,9576,南 北,88.25,8,简装,板楼
爱建,工程小区,2室1厅,135,11539,南 北,117,7,精装,板塔结合
爱建,工程小区,2室1厅,135,11539,南 北,117,7,精装,板塔结合
团结萧红校哈站北秀宾馆,警校小区,3室1厅,138,14082,东 西,98,7,简装,板楼
哈西商圈,恒祥城一期,2室1厅,161.8,11725,南 北,138,32,简装,板楼
兆麟校,森林街,3室2厅,127,10693,东 西,118.78,8,简装,板楼
爱建,爱建紫园,3室2厅,249,17380,南 北,143.27,18,简装,板楼
建国公园,正阳花园,3室1厅,115,10753,南 西 北,106.95,7,精装,板楼
群力新区,河梁街,3室2厅,120,6522,南 北,184,8,简装,暂无数据
群力新区,财智公馆,1室1厅,67,12642,东,53,33,其他,板塔结合
建国公园,松滨里小区,2室1厅,36.5,8112,南 北,45,9,其他,板楼
公路大桥,前进路,2室1厅,57.8,7507,南 北,77,7,简装,板塔结合
群力新区,民生尚都雅园,3室1厅,85,9016,东 南 北,94.28,6,简装,板楼
工农大街,漫步·巴黎,2室1厅,182,16658,南 北,109.26,24,其他,板楼
工农大街,翡翠城,3室2厅,256,15357,南 北,166.7,32,其他,板楼
群力新区,星光耀广场,3室2厅,400,21165,南 北,189,29,其他,板楼
建国公园,建国街,2室1厅,48.5,8249,南 北,58.8,8,其他,板楼
群力新区,恒盛豪庭,3室2厅,245,18284,南 北 西,134,32,其他,板楼
建国公园,紫金城,1室1厅,105.8,13194,西南,80.19,33,其他,板楼
公路大桥,建化街,2室1厅,45.8,8878,南 北,51.59,8,其他,板楼
公路大桥,共乐小区,2室1厅,71.8,9594,西南 东北,74.84,8,精装,板楼
哈西商圈,新大发国际,3室2厅,142,11933,南 北,119,25,其他,板楼
建国公园,松滨里小区,2室1厅,25,6098,南,41,9,其他,板楼
群力新区,海富康城,3室1厅,110,11306,南 北,97.3,7,精装,板楼
哈西商圈,恒祥城一期,2室1厅,130,12500,东南,104,30,其他,板楼
群力新区,海富臻园,3室2厅,140,13862,西 北 东,101,18,其他,板楼
工农大街,漫步·巴黎,3室2厅,210,17949,南 北,117,10,其他,板楼
群力新区,河源小区,3室2厅,175,10436,南 北,167.69,17,其他,板塔结合
群力新区,群力观江国际,3室1厅,340,22158,南 北 东,153.45,26,其他,板楼
公路大桥,建国南头道街,2室1厅,47.8,9417,北 南,50.76,7,精装,板楼
兆麟校,朝阳胡同,2室1厅,83.5,12463,东 西,67,8,其他,板楼
工农大街,翡翠城,2室2厅,155,14091,南 北,110,32,其他,板楼
哈西商圈,恒祥城一期,1室1厅,120,12632,南,95,32,其他,板楼
安字片,安和街,2室1厅,61.8,8352,南 北,74,8,简装,板楼
群力新区,塞纳阳光,2室1厅,132,12942,南 北,102,18,其他,板楼
公路大桥,建河街,2室1厅,41.5,8925,南 北,46.5,8,其他,板楼
群力新区,盛和天下,3室2厅,398,21171,南 北,188,28,其他,板楼
工农大街,漫步·巴黎,3室2厅,253,16323,南 东 北,155,24,其他,板楼
兆麟校,森林街,3室1厅,112.8,14100,南 北,80,8,其他,板楼
安字片,安德街,2室1厅,46.5,8774,南 北,53,9,其他,板塔结合
群力新区,恒盛豪庭,3室2厅,260,18841,南 北,138,32,其他,板楼
西大桥商圈,民众小区,2室1厅,39.8,6420,南 北,62,8,其他,板楼
群力新区,天鹅湾,3室2厅,260,17996,南 北,144.48,28,其他,板楼
群力新区,保利城,3室2厅,170,15597,南 北,109,33,其他,板楼
团结萧红校哈站北秀宾馆,地德里小区(抚顺街),3室1厅,68.5,9353,南 北,73.24,3,简装,板楼
群力新区,华风江畔,3室2厅,180,12500,南 北,144,6,其他,板楼
建国公园,丁香名苑,2室1厅,59.8,9150,西南,65.36,8,其他,板楼
建国公园,丁香名苑,2室1厅,62.8,7850,北 南,80,8,其他,板楼
群力新区,康泰嘉园,2室1厅,118,9517,南 北,124,24,其他,板楼
群力新区,海富臻园,3室2厅,265,20076,南 北,132,18,其他,板楼
工农大街,阳光印象,2室1厅,105,13637,东 南 西,77,31,其他,暂无数据
群力新区,恒盛皇家花园,2室1厅,156,16775,南,93,32,其他,板楼
公路大桥,民安小区(道里区),2室1厅,73,8022,东 西,91,8,其他,板楼
群力新区,保利上城,3室2厅,310,22489,南 北,137.85,6,其他,板楼
群力新区,群力家园C区,3室2厅,155,11398,南 北,136,26,其他,板楼
群力新区,保利上城,3室2厅,178,16482,南 北,108,18,其他,板楼
安字片,安静街,2室1厅,53.8,7804,南 北,68.94,8,其他,板塔结合
工农大街,翡翠城,3室2厅,185,12759,南 北,145,32,其他,板楼
群力新区,海富第五大道,3室1厅,265,18795,南 北,141,7,其他,板楼
顾乡凯德广场,天合小区,2室2厅,50,5556,南 北,90,7,其他,板楼
群力新区,恒大帝景,3室1厅,160,14954,南 北,107,24,其他,板楼
顾乡凯德广场,南方花园,3室2厅,135,9528,南 北,141.7,7,其他,板楼
顾乡大街,郁金台,3室2厅,165,12363,南 北,133.47,33,其他,板楼
群力新区,保利城,3室1厅,170,15741,南 北,108,33,其他,板楼
群力新区,群力家园E区,2室1厅,148,13098,南 北,113,26,其他,板楼
群力新区,中海·紫御观邸,3室2厅,285,25000,南 北,114,6,其他,板楼
群力新区,河梁小区,2室1厅,53,5409,东南 南,98,7,其他,板塔结合
群力新区,外滩首府,3室2厅,320,23223,北 南,137.8,14,其他,板楼
西大桥商圈,康安路,2室1厅,54.8,8024,东 西,68.3,7,其他,板楼
哈西商圈,西雅图水岸,4室2厅,172,13928,南 北,123.5,17,其他,暂无数据
公路大桥,河阳街,2室2厅,46.8,9552,南 北,49,8,其他,板楼
顾乡大街,美晨家园,3室1厅,120,10928,东 西,109.81,18,其他,板塔结合
工农大街,玫瑰湾小区西区,2室1厅,210,16420,南 北,127.9,16,其他,板楼
群力新区,翠湖天地璞园,3室2厅,570,27732,南 北,205.54,5,其他,板楼
群力新区,海富禧园,2室2厅,155,15210,南 北,101.91,18,其他,板楼
顾乡大街,三精家园,2室1厅,95,7795,北 南,121.88,8,其他,板楼
群力新区,桐楠阁领誉,2室1厅,185,16518,南 北,112,28,其他,板楼
群力新区,玫瑰湾小区东区,2室2厅,186,16174,南 北,115,29,其他,板楼
公路大桥,宝宇凯旋城一期,3室2厅,180,13433,南 北,134,31,其他,板楼
群力新区,金安·向日葵,3室1厅,305,25417,南 北,120,32,其他,板楼
公路大桥,河清街,2室1厅,50,6785,南,73.7,8,其他,板楼
爱建,上实盛世江南,1室1厅,210,21650,东南,97,30,其他,板塔结合
工农大街,上和园著,3室1厅,255,19030,东 南 西,134,11,精装,板楼
群力新区,恒大帝景,3室2厅,165,13307,南 北,124,24,其他,板楼
顾乡大街,美晨家园,3室1厅,120,9281,南 北,129.3,19,其他,板塔结合
群力新区,宝石花园,3室1厅,165,13525,南 北,122,18,其他,板楼
群力新区,玫瑰湾小区东区,4室2厅,398,15794,南 北,252,30,其他,板楼
顾乡大街,康安小区(道里区),3室1厅,88,7788,南 北,113,7,其他,板楼
顾乡大街,康安小区(道里区),3室2厅,88,8381,南 北,105,7,简装,板楼
爱建,经纬街,2室1厅,58.5,9564,南 北 东,61.17,5,其他,板楼
群力新区,康泰嘉园,3室1厅,150.5,10906,南 北,138,24,其他,板楼
建国公园,丁香名苑,2室1厅,97.5,10715,东 南 西,91,8,其他,板楼
群力新区,康泰嘉园,3室2厅,189,11401,北 南,165.78,24,其他,板楼
顾乡大街,新天地家园,3室1厅,108,9203,东 西,117.36,7,其他,板楼
兆麟校,新华广场,2室1厅,110,7526,南 北,146.17,8,毛坯,板楼
群力新区,金安·向日葵,3室2厅,270,20000,南 北,135,30,其他,板楼
群力新区,金安·向日葵,3室2厅,306,22099,南 北,138.47,30,其他,板楼
建国公园,建国街,2室1厅,53,8397,西南,63.12,7,其他,板楼
公路大桥,光华小区,2室1厅,68,8479,东南,80.2,8,其他,板楼
群力新区,群力家园E区,2室1厅,139,12301,南 北,113,26,其他,板楼
公路大桥,光华小区,2室1厅,63.5,10080,南 北,63,8,其他,板楼
兆麟校,一面街,1室1厅,53,10600,西,50,18,简装,板楼
群力新区,恒盛皇家花园,2室2厅,190,17925,南 北,106,32,精装,板楼
顾乡大街,新华小区(道里区),1室1厅,19,4822,南,39.41,8,简装,板楼
中央大街,友谊路,1室0厅,43,13031,西,33,8,简装,板楼
工农大街,迎宾小区,1室1厅,33,9167,南,36,7,精装,板楼
公路大桥,建国北四道街,1室1厅,17,5152,东南,33,8,简装,板楼
中央大街,上游街,1室0厅,38.5,11667,西,33,8,简装,板楼
西大桥商圈,民庆家和居,2室1厅,86,10750,南 北,80,8,精装,板楼
顾乡大街,美晨家园,2室1厅,77,11694,南 北,65.85,7,精装,板塔结合
中央大街,通江街,2室2厅,119,9835,南 北,121,7,简装,板楼
顾乡大街,三精家园,2室1厅,95,7748,西南,122.62,7,简装,板楼
工农大街,翡翠城,1室1厅,83.8,13233,西北,63.33,24,精装,板楼
群力新区,海富康城,2室1厅,124,10410,南 北,119.12,7,精装,板楼
安字片,安固街,2室1厅,40.8,7332,东 西,55.65,7,简装,板楼
群力新区,盛和天下,4室2厅,500,22310,南 北,224.12,30,精装,板楼
工农大街,丽水雅居,1室1厅,72.5,11318,南,64.06,12,毛坯,板楼
建国公园,正阳花园,2室1厅,119.9,9720,南 北,123.36,8,精装,板塔结合
群力新区,锦江绿色家园,2室1厅,112,11363,东 西,98.57,1,精装,板楼
爱建,经纬街,3室1厅,187,10529,东 南,177.62,7,简装,板楼
建国公园,建国城市花园,3室1厅,48,5582,南 北,86,8,简装,板楼
建国公园,康健小区,3室1厅,116,8561,南 北,135.5,7,精装,板楼
爱建,梧桐花园,1室2厅,142,20580,南,69,10,简装,板楼
顾乡大街,溪畔嘉园,2室1厅,40,4214,南 西,94.93,8,简装,板楼
顾乡大街,美晨家园,2室1厅,126.8,10191,东 西,124.43,18,精装,板塔结合
公路大桥,光华小区,2室1厅,55,7207,东 南,76.32,8,简装,板塔结合
公路大桥,恒祥大厦,3室2厅,165,8250,南 北,200,25,简装,板塔结合
公路大桥,通达世家,2室2厅,172,12464,南 北,138,12,精装,板塔结合
团结萧红校哈站北秀宾馆,地德里小区(抚顺街),2室1厅,41,8423,南,48.68,6,简装,板楼
爱建,艺品格调,3室2厅,306,18744,东 南 北,163.26,28,精装,塔楼
公路大桥,前进路,2室1厅,59.8,8700,南,68.74,6,精装,板塔结合
兆麟校,田地街,1室0厅,34.8,11158,南,31.19,17,精装,板楼
工农大街,翡翠城,2室1厅,118,12820,南 北,92.05,32,精装,板楼
群力新区,海富康城,2室1厅,118.8,10608,南 北,112,7,精装,板塔结合
建国公园,新阳路,2室1厅,50,7294,南 北,68.55,5,简装,板楼
公路大桥,哈药路,2室1厅,54.5,6729,南 北,81,8,精装,板楼
建国公园,建国街,2室1厅,50,9434,南 北,53,9,简装,板塔结合
建国公园,紫金城,2室1厅,145,12394,北 南,117,32,简装,板楼
公路大桥,光华小区,2室1厅,41.5,9103,南 北,45.59,8,简装,板楼
经纬街,经纬四道街,2室1厅,95,16380,西 北,58,7,简装,板楼
建国公园,钢铁街住宅小区,1室1厅,29.8,9488,西南,31.41,8,简装,板楼
公路大桥,哈药路,2室1厅,39.8,4712,南 北,84.48,8,简装,板塔结合
公路大桥,金鼎柏悦,2室1厅,195,14814,东南,131.64,22,精装,板塔结合
爱建,梧桐花园,1室1厅,105,22004,东,47.72,31,其他,板塔结合
爱建,梧桐花园,3室2厅,335,21266,南 东 西,157.53,31,精装,板塔结合
顾乡大街,溪畔嘉园,2室1厅,115,10592,南 北,108.58,8,简装,板楼
安字片,安顺街,1室1厅,29.8,8515,南,35,8,精装,板塔结合
哈西商圈,哈西民主家园,2室0厅,54,10100,东北,53.47,18,毛坯,板楼
安字片,安顺街,1室1厅,29.5,8677,南,34,8,简装,板塔结合
群力新区,民生尚都和园,2室1厅,66,8517,南,77.5,32,简装,板楼
群力新区,恒大帝景,1室1厅,43,12836,南,33.5,20,精装,板楼
群力新区,宏润翠湖天地,2室2厅,238,19040,南 北,125,24,毛坯,板楼
工农大街,翡翠城,1室1厅,67,13438,北 南,49.86,32,精装,板楼
工农大街,博尚雅居,1室1厅,50,9804,南,51,32,毛坯,板楼
工农大街,博尚雅居,1室1厅,56,10981,南,51,32,毛坯,板楼
工农大街,博尚雅居,1室1厅,56,10981,南,51,32,简装,板楼
群力新区,星光耀广场二期,3室1厅,145,14357,南,101,28,精装,板楼
顾乡大街,康安小区(道里区),2室1厅,49.8,9765,东,51,7,精装,板楼
群力新区,康泰嘉园,2室1厅,96,10984,南 北,87.4,22,简装,板楼
工农大街,迎宾小区,2室1厅,58.8,9484,东 南,62,7,简装,板楼
工农大街,群力新苑东区,2室1厅,65,10000,南 北,65,6,精装,板楼
建国公园,松树街,1室1厅,39,8667,南,45,4,精装,板楼
群力新区,海富康城,2室1厅,115,11166,北 南,103,7,精装,板楼
群力新区,海富康城,2室1厅,68,12364,南,55,7,精装,板塔结合
顾乡大街,利民街,1室1厅,21,6364,南,33,7,简装,板楼
顾乡大街,利民街,2室1厅,55,8529,南 北,64.49,8,简装,平房
安字片,新湖明珠,1室1厅,115,18546,西北,62.01,28,简装,板塔结合
工农大街,理想0451,2室1厅,120,11112,南 北,108,11,简装,板楼
群力新区,中海寰宇天下,1室1厅,84.6,22761,南,37.17,11,精装,板楼
西大桥商圈,峰尚福成,1室1厅,53,13178,南,40.22,22,简装,板楼
工农大街,群力新苑东区,2室1厅,61,11589,南 北,52.64,6,精装,板楼
群力新区,康泰嘉园,2室1厅,127,9737,南 北,130.44,24,毛坯,板楼
工农大街,宜居家园B区,1室1厅,40,7143,南,56,6,其他,塔楼
顾乡大街,新天地家园,2室1厅,79.8,11589,东 西,68.86,7,简装,板楼
群力新区,恒盛豪庭,1室1厅,60,11321,南,53,30,精装,板楼
爱建,爱建非常男女,1室1厅,85,14913,南,57,30,精装,板塔结合
群力新区,民生尚都祥园,1室1厅,51,8226,东南,62,32,精装,板楼
群力新区,招商贝肯山二期,2室2厅,193,18038,南 北,107,7,毛坯,板楼
群力新区,招商贝肯山二期,2室2厅,193,17871,南 北,108,7,毛坯,板楼
安字片,安康街,1室1厅,29,5949,南,48.75,4,精装,板楼
顾乡大街,美晨家园,2室1厅,57.8,8758,南 北,66,7,精装,板塔结合
群力新区,玫瑰湾,2室1厅,155,13964,南,111,29,精装,板楼
顾乡大街,乡社街西区,2室1厅,43,8776,南 北,49,8,精装,板塔结合
安字片,安静街,1室1厅,32.8,10263,西,31.96,8,简装,板塔结合
顾乡大街,康安小区(道里区),1室1厅,24,7500,南,32,8,简装,板楼
群力新区,恒盛豪庭,2室2厅,160,17022,南,94,27,精装,板楼
哈西商圈,红星城,2室1厅,98,11530,西南,85,24,精装,板楼
工农大街,民生尚都瑞园,2室1厅,79,9383,西南,84.2,16,精装,板楼
